subset_settings,BytedTsinghua-SIA/DAPO-Qwen-32B,Qwen/QwQ-32B,open-thoughts/OpenThinker-7B,openai/gpt-oss-20b-high,openai/gpt-oss-20b-low,openai/gpt-oss-20b-medium,Consistency Rate
"('Empty Thought', 'Ensembled Thought V1', 'Ensembled Thought Without Answer V2', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.0,0.4,0.315,0.41,0.38000000000000006,0.22,0.16
"('Empty Thought', 'Ensembled Thought V1', 'Ensembled Thought Without Answer V2', 'original')",0.0,0.4,0.315,0.41,0.38000000000000006,0.48,0.21666666666666667
"('Empty Thought', 'Ensembled Thought V1', 'Ensembled Thought Without Answer V2', 'qwen_qwq-32bComplete Thought Transfer')",0.0,0.4,0.315,0.41,0.38000000000000006,0.3499999999999999,0.22
"('Empty Thought', 'Ensembled Thought V1', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.0,0.4000000000000001,0.29333333333333333,0.41,0.44,0.22000000000000003,0.186
"('Empty Thought', 'Ensembled Thought V1', 'original')",0.0,0.4000000000000001,0.315,0.422,0.47000000000000003,0.48,0.23111111111111113
"('Empty Thought', 'Ensembled Thought V1', 'original', 'Empty Thought')",0.0,0.4,0.34750000000000003,0.43999999999999995,0.48,0.44,0.22999999999999998
"('Empty Thought', 'Ensembled Thought V1', 'original', 'Empty Thought', 'Empty Thought')",0.0,0.4,0.38,0.47,0.45,0.44,0.24
"('Empty Thought', 'Ensembled Thought V1', 'original', 'Empty Thought', 'Ensembled Thought V1')",0.0,0.4,0.38,0.47,0.45,0.43,0.25
"('Empty Thought', 'Ensembled Thought V1', 'original', 'Empty Thought', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.0,0.4,0.38,0.47,0.45,0.22,0.16
"('Empty Thought', 'Ensembled Thought V1', 'original', 'Empty Thought', 'original')",0.0,0.4,0.38,0.47,0.45,0.48,0.23
"('Empty Thought', 'Ensembled Thought V1', 'original', 'Empty Thought', 'qwen_qwq-32bComplete Thought Transfer')",0.0,0.4,0.38,0.47,0.45,0.35,0.22
"('Empty Thought', 'Ensembled Thought V1', 'original', 'Ensembled Thought V1')",0.0,0.4,0.34750000000000003,0.43999999999999995,0.4775,0.43,0.238
"('Empty Thought', 'Ensembled Thought V1', 'original', 'Ensembled Thought V1', 'Empty Thought')",0.0,0.4,0.38,0.47,0.44,0.44,0.25
"('Empty Thought', 'Ensembled Thought V1', 'original', 'Ensembled Thought V1', 'Ensembled Thought V1')",0.0,0.4,0.38,0.47,0.44,0.43,0.25
"('Empty Thought', 'Ensembled Thought V1', 'original', 'Ensembled Thought V1', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.0,0.4,0.38,0.47,0.44,0.22,0.17
"('Empty Thought', 'Ensembled Thought V1', 'original', 'Ensembled Thought V1', 'original')",0.0,0.4,0.38,0.47,0.44,0.48,0.23
"('Empty Thought', 'Ensembled Thought V1', 'original', 'Ensembled Thought V1', 'qwen_qwq-32bComplete Thought Transfer')",0.0,0.4,0.38,0.47,0.44,0.35,0.23
"('Empty Thought', 'Ensembled Thought V1', 'original', 'Ensembled Thought V2')",0.0,0.4,0.38,0.47,0.4,0.0,0.25
"('Empty Thought', 'Ensembled Thought V1', 'original', 'Ensembled Thought V2', 'Empty Thought')",0.0,0.4,0.38,0.47,0.4,0.44,0.24
"('Empty Thought', 'Ensembled Thought V1', 'original', 'Ensembled Thought V2', 'Ensembled Thought V1')",0.0,0.4,0.38,0.47,0.4,0.43,0.25
"('Empty Thought', 'Ensembled Thought V1', 'original', 'Ensembled Thought V2', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.0,0.4,0.38,0.47,0.4,0.22,0.16
"('Empty Thought', 'Ensembled Thought V1', 'original', 'Ensembled Thought V2', 'original')",0.0,0.4,0.38,0.47,0.4,0.48,0.23
"('Empty Thought', 'Ensembled Thought V1', 'original', 'Ensembled Thought V2', 'qwen_qwq-32bComplete Thought Transfer')",0.0,0.4,0.38,0.47,0.4,0.35,0.22
"('Empty Thought', 'Ensembled Thought V1', 'original', 'Ensembled Thought Without Answer V1')",0.0,0.4,0.38,0.47,0.41,0.0,0.26
"('Empty Thought', 'Ensembled Thought V1', 'original', 'Ensembled Thought Without Answer V1', 'Empty Thought')",0.0,0.4,0.38,0.47,0.41,0.44,0.25
"('Empty Thought', 'Ensembled Thought V1', 'original', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V1')",0.0,0.4,0.38,0.47,0.41,0.43,0.25
"('Empty Thought', 'Ensembled Thought V1', 'original', 'Ensembled Thought Without Answer V1', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.0,0.4,0.38,0.47,0.41,0.22,0.17
"('Empty Thought', 'Ensembled Thought V1', 'original', 'Ensembled Thought Without Answer V1', 'original')",0.0,0.4,0.38,0.47,0.41,0.48,0.23
"('Empty Thought', 'Ensembled Thought V1', 'original', 'Ensembled Thought Without Answer V1', 'qwen_qwq-32bComplete Thought Transfer')",0.0,0.4,0.38,0.47,0.41,0.35,0.23
"('Empty Thought', 'Ensembled Thought V1', 'original', 'Ensembled Thought Without Answer V2')",0.0,0.4,0.38,0.47,0.38,0.0,0.25
"('Empty Thought', 'Ensembled Thought V1', 'original', 'Ensembled Thought Without Answer V2', 'Empty Thought')",0.0,0.4,0.38,0.47,0.38,0.44,0.24
"('Empty Thought', 'Ensembled Thought V1', 'original', 'Ensembled Thought Without Answer V2', 'Ensembled Thought V1')",0.0,0.4,0.38,0.47,0.38,0.43,0.25
"('Empty Thought', 'Ensembled Thought V1', 'original', 'Ensembled Thought Without Answer V2', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.0,0.4,0.38,0.47,0.38,0.22,0.16
"('Empty Thought', 'Ensembled Thought V1', 'original', 'Ensembled Thought Without Answer V2', 'original')",0.0,0.4,0.38,0.47,0.38,0.48,0.23
"('Empty Thought', 'Ensembled Thought V1', 'original', 'Ensembled Thought Without Answer V2', 'qwen_qwq-32bComplete Thought Transfer')",0.0,0.4,0.38,0.47,0.38,0.35,0.22
"('Empty Thought', 'Ensembled Thought V1', 'original', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.0,0.4000000000000001,0.33666666666666667,0.43,0.49,0.22,0.15000000000000002
"('Empty Thought', 'Ensembled Thought V1', 'original', 'original')",0.0,0.4,0.34750000000000003,0.43999999999999995,0.49,0.48,0.21400000000000002
"('Empty Thought', 'Ensembled Thought V1', 'original', 'original', 'Empty Thought')",0.0,0.4,0.38,0.47,0.49,0.44,0.23
"('Empty Thought', 'Ensembled Thought V1', 'original', 'original', 'Ensembled Thought V1')",0.0,0.4,0.38,0.47,0.49,0.43,0.23
"('Empty Thought', 'Ensembled Thought V1', 'original', 'original', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.0,0.4,0.38,0.47,0.49,0.22,0.14
"('Empty Thought', 'Ensembled Thought V1', 'original', 'original', 'original')",0.0,0.4,0.38,0.47,0.49,0.48,0.21
"('Empty Thought', 'Ensembled Thought V1', 'original', 'original', 'qwen_qwq-32bComplete Thought Transfer')",0.0,0.4,0.38,0.47,0.49,0.35,0.21
"('Empty Thought', 'Ensembled Thought V1', 'original', 'qwen_qwq-32bComplete Thought Transfer')",0.0,0.4000000000000001,0.33666666666666667,0.43,0.49,0.35,0.20750000000000002
"('Empty Thought', 'Ensembled Thought V1', 'qwen_qwq-32bComplete Thought Transfer')",0.0,0.4000000000000001,0.29333333333333333,0.41,0.44,0.35,0.248
"('Empty Thought', 'Ensembled Thought V2')",0.0,0.4,0.315,0.0,0.4,0.0,0.3566666666666667
"('Empty Thought', 'Ensembled Thought V2', 'Empty Thought')",0.0,0.4000000000000001,0.33666666666666667,0.0,0.4166666666666667,0.44,0.255
"('Empty Thought', 'Ensembled Thought V2', 'Empty Thought', 'Empty Thought')",0.0,0.4,0.38,0.0,0.45,0.44,0.24
"('Empty Thought', 'Ensembled Thought V2', 'Empty Thought', 'Ensembled Thought V1')",0.0,0.4,0.38,0.0,0.45,0.43,0.26
"('Empty Thought', 'Ensembled Thought V2', 'Empty Thought', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.0,0.4,0.38,0.0,0.45,0.22,0.16
"('Empty Thought', 'Ensembled Thought V2', 'Empty Thought', 'original')",0.0,0.4,0.38,0.0,0.45,0.48,0.23
"('Empty Thought', 'Ensembled Thought V2', 'Empty Thought', 'qwen_qwq-32bComplete Thought Transfer')",0.0,0.4,0.38,0.0,0.45,0.35,0.22
"('Empty Thought', 'Ensembled Thought V2', 'Ensembled Thought V1')",0.0,0.4,0.34750000000000003,0.41,0.41333333333333333,0.43,0.29
"('Empty Thought', 'Ensembled Thought V2', 'Ensembled Thought V1', 'Empty Thought')",0.0,0.4000000000000001,0.38000000000000006,0.41,0.445,0.44,0.24
"('Empty Thought', 'Ensembled Thought V2', 'Ensembled Thought V1', 'Empty Thought', 'Empty Thought')",0.0,0.4,0.38,0.41,0.45,0.44,0.22
"('Empty Thought', 'Ensembled Thought V2', 'Ensembled Thought V1', 'Empty Thought', 'Ensembled Thought V1')",0.0,0.4,0.38,0.41,0.45,0.43,0.24
"('Empty Thought', 'Ensembled Thought V2', 'Ensembled Thought V1', 'Empty Thought', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.0,0.4,0.38,0.41,0.45,0.22,0.15
"('Empty Thought', 'Ensembled Thought V2', 'Ensembled Thought V1', 'Empty Thought', 'original')",0.0,0.4,0.38,0.41,0.45,0.48,0.21
"('Empty Thought', 'Ensembled Thought V2', 'Ensembled Thought V1', 'Empty Thought', 'qwen_qwq-32bComplete Thought Transfer')",0.0,0.4,0.38,0.41,0.45,0.35,0.21
"('Empty Thought', 'Ensembled Thought V2', 'Ensembled Thought V1', 'Ensembled Thought V1')",0.0,0.4000000000000001,0.38000000000000006,0.41,0.44,0.43,0.28
"('Empty Thought', 'Ensembled Thought V2', 'Ensembled Thought V1', 'Ensembled Thought V1', 'Empty Thought')",0.0,0.4,0.38,0.41,0.44,0.44,0.23
"('Empty Thought', 'Ensembled Thought V2', 'Ensembled Thought V1', 'Ensembled Thought V1', 'Ensembled Thought V1')",0.0,0.4,0.38,0.41,0.44,0.43,0.27
"('Empty Thought', 'Ensembled Thought V2', 'Ensembled Thought V1', 'Ensembled Thought V1', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.0,0.4,0.38,0.41,0.44,0.22,0.16
"('Empty Thought', 'Ensembled Thought V2', 'Ensembled Thought V1', 'Ensembled Thought V1', 'original')",0.0,0.4,0.38,0.41,0.44,0.48,0.21
"('Empty Thought', 'Ensembled Thought V2', 'Ensembled Thought V1', 'Ensembled Thought V1', 'qwen_qwq-32bComplete Thought Transfer')",0.0,0.4,0.38,0.41,0.44,0.35,0.23
"('Empty Thought', 'Ensembled Thought V2', 'Ensembled Thought V1', 'Ensembled Thought V2')",0.0,0.4,0.38,0.41,0.4,0.0,0.24
"('Empty Thought', 'Ensembled Thought V2', 'Ensembled Thought V1', 'Ensembled Thought V2', 'Empty Thought')",0.0,0.4,0.38,0.41,0.4,0.44,0.22
"('Empty Thought', 'Ensembled Thought V2', 'Ensembled Thought V1', 'Ensembled Thought V2', 'Ensembled Thought V1')",0.0,0.4,0.38,0.41,0.4,0.43,0.24
"('Empty Thought', 'Ensembled Thought V2', 'Ensembled Thought V1', 'Ensembled Thought V2', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.0,0.4,0.38,0.41,0.4,0.22,0.15
"('Empty Thought', 'Ensembled Thought V2', 'Ensembled Thought V1', 'Ensembled Thought V2', 'original')",0.0,0.4,0.38,0.41,0.4,0.48,0.21
"('Empty Thought', 'Ensembled Thought V2', 'Ensembled Thought V1', 'Ensembled Thought V2', 'qwen_qwq-32bComplete Thought Transfer')",0.0,0.4,0.38,0.41,0.4,0.35,0.22
"('Empty Thought', 'Ensembled Thought V2', 'Ensembled Thought V1', 'Ensembled Thought Without Answer V1')",0.0,0.4,0.38,0.41,0.41,0.0,0.28
"('Empty Thought', 'Ensembled Thought V2', 'Ensembled Thought V1', 'Ensembled Thought Without Answer V1', 'Empty Thought')",0.0,0.4,0.38,0.41,0.41,0.44,0.23
"('Empty Thought', 'Ensembled Thought V2', 'Ensembled Thought V1', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V1')",0.0,0.4,0.38,0.41,0.41,0.43,0.27
"('Empty Thought', 'Ensembled Thought V2', 'Ensembled Thought V1', 'Ensembled Thought Without Answer V1', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.0,0.4,0.38,0.41,0.41,0.22,0.16
"('Empty Thought', 'Ensembled Thought V2', 'Ensembled Thought V1', 'Ensembled Thought Without Answer V1', 'original')",0.0,0.4,0.38,0.41,0.41,0.48,0.21
"('Empty Thought', 'Ensembled Thought V2', 'Ensembled Thought V1', 'Ensembled Thought Without Answer V1', 'qwen_qwq-32bComplete Thought Transfer')",0.0,0.4,0.38,0.41,0.41,0.35,0.23
"('Empty Thought', 'Ensembled Thought V2', 'Ensembled Thought V1', 'Ensembled Thought Without Answer V2')",0.0,0.4,0.38,0.41,0.38,0.0,0.24
"('Empty Thought', 'Ensembled Thought V2', 'Ensembled Thought V1', 'Ensembled Thought Without Answer V2', 'Empty Thought')",0.0,0.4,0.38,0.41,0.38,0.44,0.22
"('Empty Thought', 'Ensembled Thought V2', 'Ensembled Thought V1', 'Ensembled Thought Without Answer V2', 'Ensembled Thought V1')",0.0,0.4,0.38,0.41,0.38,0.43,0.24
"('Empty Thought', 'Ensembled Thought V2', 'Ensembled Thought V1', 'Ensembled Thought Without Answer V2', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.0,0.4,0.38,0.41,0.38,0.22,0.15
"('Empty Thought', 'Ensembled Thought V2', 'Ensembled Thought V1', 'Ensembled Thought Without Answer V2', 'original')",0.0,0.4,0.38,0.41,0.38,0.48,0.21
"('Empty Thought', 'Ensembled Thought V2', 'Ensembled Thought V1', 'Ensembled Thought Without Answer V2', 'qwen_qwq-32bComplete Thought Transfer')",0.0,0.4,0.38,0.41,0.38,0.35,0.22
"('Empty Thought', 'Ensembled Thought V2', 'Ensembled Thought V1', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.0,0.4,0.38,0.41,0.44,0.22,0.175
"('Empty Thought', 'Ensembled Thought V2', 'Ensembled Thought V1', 'original')",0.0,0.4000000000000001,0.38000000000000006,0.41,0.46499999999999997,0.48,0.22333333333333336
"('Empty Thought', 'Ensembled Thought V2', 'Ensembled Thought V1', 'original', 'Empty Thought')",0.0,0.4,0.38,0.41,0.49,0.44,0.22
"('Empty Thought', 'Ensembled Thought V2', 'Ensembled Thought V1', 'original', 'Ensembled Thought V1')",0.0,0.4,0.38,0.41,0.49,0.43,0.23
"('Empty Thought', 'Ensembled Thought V2', 'Ensembled Thought V1', 'original', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.0,0.4,0.38,0.41,0.49,0.22,0.14
"('Empty Thought', 'Ensembled Thought V2', 'Ensembled Thought V1', 'original', 'original')",0.0,0.4,0.38,0.41,0.49,0.48,0.2
"('Empty Thought', 'Ensembled Thought V2', 'Ensembled Thought V1', 'original', 'qwen_qwq-32bComplete Thought Transfer')",0.0,0.4,0.38,0.41,0.49,0.35,0.2
"('Empty Thought', 'Ensembled Thought V2', 'Ensembled Thought V1', 'qwen_qwq-32bComplete Thought Transfer')",0.0,0.4,0.38,0.41,0.44,0.35,0.245
"('Empty Thought', 'Ensembled Thought V2', 'Ensembled Thought V2')",0.0,0.4,0.38,0.0,0.4,0.0,0.26
"('Empty Thought', 'Ensembled Thought V2', 'Ensembled Thought V2', 'Empty Thought')",0.0,0.4,0.38,0.0,0.4,0.44,0.24
"('Empty Thought', 'Ensembled Thought V2', 'Ensembled Thought V2', 'Ensembled Thought V1')",0.0,0.4,0.38,0.0,0.4,0.43,0.26
"('Empty Thought', 'Ensembled Thought V2', 'Ensembled Thought V2', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.0,0.4,0.38,0.0,0.4,0.22,0.16
"('Empty Thought', 'Ensembled Thought V2', 'Ensembled Thought V2', 'original')",0.0,0.4,0.38,0.0,0.4,0.48,0.23
"('Empty Thought', 'Ensembled Thought V2', 'Ensembled Thought V2', 'qwen_qwq-32bComplete Thought Transfer')",0.0,0.4,0.38,0.0,0.4,0.35,0.23
"('Empty Thought', 'Ensembled Thought V2', 'Ensembled Thought Without Answer V1')",0.0,0.4,0.38,0.0,0.41,0.0,0.31
"('Empty Thought', 'Ensembled Thought V2', 'Ensembled Thought Without Answer V1', 'Empty Thought')",0.0,0.4,0.38,0.0,0.41,0.44,0.25
"('Empty Thought', 'Ensembled Thought V2', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V1')",0.0,0.4,0.38,0.0,0.41,0.43,0.29
"('Empty Thought', 'Ensembled Thought V2', 'Ensembled Thought Without Answer V1', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.0,0.4,0.38,0.0,0.41,0.22,0.18
"('Empty Thought', 'Ensembled Thought V2', 'Ensembled Thought Without Answer V1', 'original')",0.0,0.4,0.38,0.0,0.41,0.48,0.23
"('Empty Thought', 'Ensembled Thought V2', 'Ensembled Thought Without Answer V1', 'qwen_qwq-32bComplete Thought Transfer')",0.0,0.4,0.38,0.0,0.41,0.35,0.25
"('Empty Thought', 'Ensembled Thought V2', 'Ensembled Thought Without Answer V2')",0.0,0.4,0.38,0.0,0.38,0.0,0.27
"('Empty Thought', 'Ensembled Thought V2', 'Ensembled Thought Without Answer V2', 'Empty Thought')",0.0,0.4,0.38,0.0,0.38,0.44,0.24
"('Empty Thought', 'Ensembled Thought V2', 'Ensembled Thought Without Answer V2', 'Ensembled Thought V1')",0.0,0.4,0.38,0.0,0.38,0.43,0.26
"('Empty Thought', 'Ensembled Thought V2', 'Ensembled Thought Without Answer V2', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.0,0.4,0.38,0.0,0.38,0.22,0.17
"('Empty Thought', 'Ensembled Thought V2', 'Ensembled Thought Without Answer V2', 'original')",0.0,0.4,0.38,0.0,0.38,0.48,0.23
"('Empty Thought', 'Ensembled Thought V2', 'Ensembled Thought Without Answer V2', 'qwen_qwq-32bComplete Thought Transfer')",0.0,0.4,0.38,0.0,0.38,0.35,0.24
"('Empty Thought', 'Ensembled Thought V2', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.0,0.4,0.315,0.0,0.4,0.22,0.19000000000000003
"('Empty Thought', 'Ensembled Thought V2', 'original')",0.0,0.4,0.34750000000000003,0.47,0.43,0.48,0.25
"('Empty Thought', 'Ensembled Thought V2', 'original', 'Empty Thought')",0.0,0.4000000000000001,0.38000000000000006,0.47,0.47,0.44,0.24333333333333332
"('Empty Thought', 'Ensembled Thought V2', 'original', 'Empty Thought', 'Empty Thought')",0.0,0.4,0.38,0.47,0.45,0.44,0.24
"('Empty Thought', 'Ensembled Thought V2', 'original', 'Empty Thought', 'Ensembled Thought V1')",0.0,0.4,0.38,0.47,0.45,0.43,0.25
"('Empty Thought', 'Ensembled Thought V2', 'original', 'Empty Thought', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.0,0.4,0.38,0.47,0.45,0.22,0.16
"('Empty Thought', 'Ensembled Thought V2', 'original', 'Empty Thought', 'original')",0.0,0.4,0.38,0.47,0.45,0.48,0.23
"('Empty Thought', 'Ensembled Thought V2', 'original', 'Empty Thought', 'qwen_qwq-32bComplete Thought Transfer')",0.0,0.4,0.38,0.47,0.45,0.35,0.22
"('Empty Thought', 'Ensembled Thought V2', 'original', 'Ensembled Thought V1')",0.0,0.4000000000000001,0.38000000000000006,0.47,0.46499999999999997,0.43,0.25
"('Empty Thought', 'Ensembled Thought V2', 'original', 'Ensembled Thought V1', 'Empty Thought')",0.0,0.4,0.38,0.47,0.44,0.44,0.25
"('Empty Thought', 'Ensembled Thought V2', 'original', 'Ensembled Thought V1', 'Ensembled Thought V1')",0.0,0.4,0.38,0.47,0.44,0.43,0.25
"('Empty Thought', 'Ensembled Thought V2', 'original', 'Ensembled Thought V1', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.0,0.4,0.38,0.47,0.44,0.22,0.17
"('Empty Thought', 'Ensembled Thought V2', 'original', 'Ensembled Thought V1', 'original')",0.0,0.4,0.38,0.47,0.44,0.48,0.23
"('Empty Thought', 'Ensembled Thought V2', 'original', 'Ensembled Thought V1', 'qwen_qwq-32bComplete Thought Transfer')",0.0,0.4,0.38,0.47,0.44,0.35,0.23
"('Empty Thought', 'Ensembled Thought V2', 'original', 'Ensembled Thought V2')",0.0,0.4,0.38,0.47,0.4,0.0,0.25
"('Empty Thought', 'Ensembled Thought V2', 'original', 'Ensembled Thought V2', 'Empty Thought')",0.0,0.4,0.38,0.47,0.4,0.44,0.24
"('Empty Thought', 'Ensembled Thought V2', 'original', 'Ensembled Thought V2', 'Ensembled Thought V1')",0.0,0.4,0.38,0.47,0.4,0.43,0.25
"('Empty Thought', 'Ensembled Thought V2', 'original', 'Ensembled Thought V2', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.0,0.4,0.38,0.47,0.4,0.22,0.16
"('Empty Thought', 'Ensembled Thought V2', 'original', 'Ensembled Thought V2', 'original')",0.0,0.4,0.38,0.47,0.4,0.48,0.23
"('Empty Thought', 'Ensembled Thought V2', 'original', 'Ensembled Thought V2', 'qwen_qwq-32bComplete Thought Transfer')",0.0,0.4,0.38,0.47,0.4,0.35,0.22
"('Empty Thought', 'Ensembled Thought V2', 'original', 'Ensembled Thought Without Answer V1')",0.0,0.4,0.38,0.47,0.41,0.0,0.26
"('Empty Thought', 'Ensembled Thought V2', 'original', 'Ensembled Thought Without Answer V1', 'Empty Thought')",0.0,0.4,0.38,0.47,0.41,0.44,0.25
"('Empty Thought', 'Ensembled Thought V2', 'original', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V1')",0.0,0.4,0.38,0.47,0.41,0.43,0.25
"('Empty Thought', 'Ensembled Thought V2', 'original', 'Ensembled Thought Without Answer V1', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.0,0.4,0.38,0.47,0.41,0.22,0.17
"('Empty Thought', 'Ensembled Thought V2', 'original', 'Ensembled Thought Without Answer V1', 'original')",0.0,0.4,0.38,0.47,0.41,0.48,0.23
"('Empty Thought', 'Ensembled Thought V2', 'original', 'Ensembled Thought Without Answer V1', 'qwen_qwq-32bComplete Thought Transfer')",0.0,0.4,0.38,0.47,0.41,0.35,0.23
"('Empty Thought', 'Ensembled Thought V2', 'original', 'Ensembled Thought Without Answer V2')",0.0,0.4,0.38,0.47,0.38,0.0,0.25
"('Empty Thought', 'Ensembled Thought V2', 'original', 'Ensembled Thought Without Answer V2', 'Empty Thought')",0.0,0.4,0.38,0.47,0.38,0.44,0.24
"('Empty Thought', 'Ensembled Thought V2', 'original', 'Ensembled Thought Without Answer V2', 'Ensembled Thought V1')",0.0,0.4,0.38,0.47,0.38,0.43,0.25
"('Empty Thought', 'Ensembled Thought V2', 'original', 'Ensembled Thought Without Answer V2', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.0,0.4,0.38,0.47,0.38,0.22,0.16
"('Empty Thought', 'Ensembled Thought V2', 'original', 'Ensembled Thought Without Answer V2', 'original')",0.0,0.4,0.38,0.47,0.38,0.48,0.23
"('Empty Thought', 'Ensembled Thought V2', 'original', 'Ensembled Thought Without Answer V2', 'qwen_qwq-32bComplete Thought Transfer')",0.0,0.4,0.38,0.47,0.38,0.35,0.22
"('Empty Thought', 'Ensembled Thought V2', 'original', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.0,0.4,0.38,0.47,0.49,0.22,0.15500000000000003
"('Empty Thought', 'Ensembled Thought V2', 'original', 'original')",0.0,0.4000000000000001,0.38000000000000006,0.47,0.49,0.48,0.22333333333333336
"('Empty Thought', 'Ensembled Thought V2', 'original', 'original', 'Empty Thought')",0.0,0.4,0.38,0.47,0.49,0.44,0.23
"('Empty Thought', 'Ensembled Thought V2', 'original', 'original', 'Ensembled Thought V1')",0.0,0.4,0.38,0.47,0.49,0.43,0.23
"('Empty Thought', 'Ensembled Thought V2', 'original', 'original', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.0,0.4,0.38,0.47,0.49,0.22,0.14
"('Empty Thought', 'Ensembled Thought V2', 'original', 'original', 'original')",0.0,0.4,0.38,0.47,0.49,0.48,0.21
