subset_models,subset_settings,files,consistency_rate,accuracy_BytedTsinghua-SIA/DAPO-Qwen-32B,accuracy_Qwen/QwQ-32B,accuracy_open-thoughts/OpenThinker-7B,accuracy_openai/gpt-oss-20b-high,accuracy_openai/gpt-oss-20b-low,accuracy_openai/gpt-oss-20b-medium
"('BytedTsinghua-SIA/DAPO-Qwen-32B', 'Qwen/QwQ-32B', 'openai/gpt-oss-20b-low', 'openai/gpt-oss-20b-medium')","('Ensembled Thought V1', 'Ensembled Thought V1', 'Ensembled Thought V1', 'Ensembled Thought V1')","('outputs/BytedTsinghua-SIA_DAPO-Qwen-32B_zero_shot_ensembled_thought_merged_output.jsonl', 'outputs/Qwen_QwQ-32B_zero_shot_ensembled_thought_merged_output.jsonl', 'outputs/openai_gpt-oss-20b_zero_shot_low_ensembled_thought_merged_output.jsonl', 'outputs/openai_gpt-oss-20b_zero_shot_medium_ensembled_thought_merged_output.jsonl')",0.76,0.43,0.42,,,0.44,0.43
"('BytedTsinghua-SIA/DAPO-Qwen-32B', 'Qwen/QwQ-32B', 'openai/gpt-oss-20b-low', 'openai/gpt-oss-20b-medium')","('original', 'original', 'original', 'original')","('outputs/BytedTsinghua-SIA_DAPO-Qwen-32B_zero_shot_original.jsonl', 'outputs/Qwen_QwQ-32B_zero_shot_original.jsonl', 'outputs/openai_gpt-oss-20b_zero_shot_original_low.jsonl', 'outputs/openai_gpt-oss-20b_zero_shot_original_medium.jsonl')",0.27,0.41,0.35,,,0.49,0.48
"('BytedTsinghua-SIA/DAPO-Qwen-32B', 'open-thoughts/OpenThinker-7B', 'openai/gpt-oss-20b-high', 'openai/gpt-oss-20b-low')","('Empty Thought', 'Empty Thought', 'Empty Thought', 'Empty Thought')","('outputs/BytedTsinghua-SIA_DAPO-Qwen-32B_zero_shot_empty.jsonl', 'outputs/open-thoughts_OpenThinker-7B_zero_shot_empty.jsonl', 'outputs/openai_gpt-oss-20b_zero_shot_high_empty.jsonl', 'outputs/openai_gpt-oss-20b_zero_shot_low_empty.jsonl')",0.2,0.39,,0.25,0.45,0.45,
"('BytedTsinghua-SIA/DAPO-Qwen-32B', 'open-thoughts/OpenThinker-7B', 'openai/gpt-oss-20b-high', 'openai/gpt-oss-20b-low')","('Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V1')","('outputs/BytedTsinghua-SIA_DAPO-Qwen-32B_zero_shot_ensembled_thought_without_answer_merged_output.jsonl', 'outputs/open-thoughts_OpenThinker-7B_zero_shot_ensembled_thought_without_answer_merged_output.jsonl', 'outputs/openai_gpt-oss-20b_zero_shot_high_ensembled_thought_without_answer_merged_output.jsonl', 'outputs/openai_gpt-oss-20b_zero_shot_low_ensembled_thought_without_answer_merged_output.jsonl')",0.43,0.42,,0.33,0.37,0.41,
"('BytedTsinghua-SIA/DAPO-Qwen-32B', 'open-thoughts/OpenThinker-7B', 'openai/gpt-oss-20b-high', 'openai/gpt-oss-20b-low')","('Ensembled Thought V1', 'Ensembled Thought V1', 'Ensembled Thought V1', 'Ensembled Thought V1')","('outputs/BytedTsinghua-SIA_DAPO-Qwen-32B_zero_shot_ensembled_thought_merged_output.jsonl', 'outputs/open-thoughts_OpenThinker-7B_zero_shot_ensembled_thought_merged_output.jsonl', 'outputs/openai_gpt-oss-20b_zero_shot_high_ensembled_thought_merged_output.jsonl', 'outputs/openai_gpt-oss-20b_zero_shot_low_ensembled_thought_merged_output.jsonl')",0.48,0.43,,0.38,0.41,0.44,
"('BytedTsinghua-SIA/DAPO-Qwen-32B', 'open-thoughts/OpenThinker-7B', 'openai/gpt-oss-20b-high', 'openai/gpt-oss-20b-low')","('original', 'original', 'original', 'original')","('outputs/BytedTsinghua-SIA_DAPO-Qwen-32B_zero_shot_original.jsonl', 'outputs/open-thoughts_OpenThinker-7B_zero_shot_original.jsonl', 'outputs/openai_gpt-oss-20b_zero_shot_original_high.jsonl', 'outputs/openai_gpt-oss-20b_zero_shot_original_low.jsonl')",0.2,0.41,,0.22,0.47,0.49,
"('BytedTsinghua-SIA/DAPO-Qwen-32B', 'open-thoughts/OpenThinker-7B', 'openai/gpt-oss-20b-high', 'openai/gpt-oss-20b-medium')","('Empty Thought', 'Empty Thought', 'Empty Thought', 'Empty Thought')","('outputs/BytedTsinghua-SIA_DAPO-Qwen-32B_zero_shot_empty.jsonl', 'outputs/open-thoughts_OpenThinker-7B_zero_shot_empty.jsonl', 'outputs/openai_gpt-oss-20b_zero_shot_high_empty.jsonl', 'outputs/openai_gpt-oss-20b_zero_shot_medium_empty.jsonl')",0.19,0.39,,0.25,0.45,,0.44
"('BytedTsinghua-SIA/DAPO-Qwen-32B', 'open-thoughts/OpenThinker-7B', 'openai/gpt-oss-20b-high', 'openai/gpt-oss-20b-medium')","('Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V1')","('outputs/BytedTsinghua-SIA_DAPO-Qwen-32B_zero_shot_ensembled_thought_without_answer_merged_output.jsonl', 'outputs/open-thoughts_OpenThinker-7B_zero_shot_ensembled_thought_without_answer_merged_output.jsonl', 'outputs/openai_gpt-oss-20b_zero_shot_high_ensembled_thought_without_answer_merged_output.jsonl', 'outputs/openai_gpt-oss-20b_zero_shot_medium_ensembled_thought_without_answer_merged_output.jsonl')",0.42,0.42,,0.33,0.37,,0.36
"('BytedTsinghua-SIA/DAPO-Qwen-32B', 'open-thoughts/OpenThinker-7B', 'openai/gpt-oss-20b-high', 'openai/gpt-oss-20b-medium')","('Ensembled Thought V1', 'Ensembled Thought V1', 'Ensembled Thought V1', 'Ensembled Thought V1')","('outputs/BytedTsinghua-SIA_DAPO-Qwen-32B_zero_shot_ensembled_thought_merged_output.jsonl', 'outputs/open-thoughts_OpenThinker-7B_zero_shot_ensembled_thought_merged_output.jsonl', 'outputs/openai_gpt-oss-20b_zero_shot_high_ensembled_thought_merged_output.jsonl', 'outputs/openai_gpt-oss-20b_zero_shot_medium_ensembled_thought_merged_output.jsonl')",0.48,0.43,,0.38,0.41,,0.43
"('BytedTsinghua-SIA/DAPO-Qwen-32B', 'open-thoughts/OpenThinker-7B', 'openai/gpt-oss-20b-high', 'openai/gpt-oss-20b-medium')","('original', 'original', 'original', 'original')","('outputs/BytedTsinghua-SIA_DAPO-Qwen-32B_zero_shot_original.jsonl', 'outputs/open-thoughts_OpenThinker-7B_zero_shot_original.jsonl', 'outputs/openai_gpt-oss-20b_zero_shot_original_high.jsonl', 'outputs/openai_gpt-oss-20b_zero_shot_original_medium.jsonl')",0.18,0.41,,0.22,0.47,,0.48
"('BytedTsinghua-SIA/DAPO-Qwen-32B', 'open-thoughts/OpenThinker-7B', 'openai/gpt-oss-20b-low', 'openai/gpt-oss-20b-medium')","('Ensembled Thought V2', 'Ensembled Thought V2', 'Ensembled Thought V2', 'Ensembled Thought V2')","('outputs/BytedTsinghua-SIA_DAPO-Qwen-32B_zero_shot_ensembled_thought_alternate.jsonl', 'outputs/open-thoughts_OpenThinker-7B_zero_shot_ensembled_thought_merged_outputs_alternate.jsonl', 'outputs/openai_gpt-oss-20b_zero_shot_low_ensembled_thought_merged_outputs_alternate.jsonl', 'outputs/openai_gpt-oss-20b_zero_shot_medium_ensembled_thought_alternate.jsonl')",0.31,0.38,,0.38,,0.4,0.4
"('BytedTsinghua-SIA/DAPO-Qwen-32B', 'open-thoughts/OpenThinker-7B', 'openai/gpt-oss-20b-low', 'openai/gpt-oss-20b-medium')","('Empty Thought', 'Empty Thought', 'Empty Thought', 'Empty Thought')","('outputs/BytedTsinghua-SIA_DAPO-Qwen-32B_zero_shot_empty.jsonl', 'outputs/open-thoughts_OpenThinker-7B_zero_shot_empty.jsonl', 'outputs/openai_gpt-oss-20b_zero_shot_low_empty.jsonl', 'outputs/openai_gpt-oss-20b_zero_shot_medium_empty.jsonl')",0.19,0.39,,0.25,,0.45,0.44
"('BytedTsinghua-SIA/DAPO-Qwen-32B', 'open-thoughts/OpenThinker-7B', 'openai/gpt-oss-20b-low', 'openai/gpt-oss-20b-medium')","('Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V1')","('outputs/BytedTsinghua-SIA_DAPO-Qwen-32B_zero_shot_ensembled_thought_without_answer_merged_output.jsonl', 'outputs/open-thoughts_OpenThinker-7B_zero_shot_ensembled_thought_without_answer_merged_output.jsonl', 'outputs/openai_gpt-oss-20b_zero_shot_low_ensembled_thought_without_answer_merged_output.jsonl', 'outputs/openai_gpt-oss-20b_zero_shot_medium_ensembled_thought_without_answer_merged_output.jsonl')",0.44,0.42,,0.33,,0.41,0.36
"('BytedTsinghua-SIA/DAPO-Qwen-32B', 'open-thoughts/OpenThinker-7B', 'openai/gpt-oss-20b-low', 'openai/gpt-oss-20b-medium')","('Ensembled Thought V1', 'Ensembled Thought V1', 'Ensembled Thought V1', 'Ensembled Thought V1')","('outputs/BytedTsinghua-SIA_DAPO-Qwen-32B_zero_shot_ensembled_thought_merged_output.jsonl', 'outputs/open-thoughts_OpenThinker-7B_zero_shot_ensembled_thought_merged_output.jsonl', 'outputs/openai_gpt-oss-20b_zero_shot_low_ensembled_thought_merged_output.jsonl', 'outputs/openai_gpt-oss-20b_zero_shot_medium_ensembled_thought_merged_output.jsonl')",0.56,0.43,,0.38,,0.44,0.43
"('BytedTsinghua-SIA/DAPO-Qwen-32B', 'open-thoughts/OpenThinker-7B', 'openai/gpt-oss-20b-low', 'openai/gpt-oss-20b-medium')","('original', 'original', 'original', 'original')","('outputs/BytedTsinghua-SIA_DAPO-Qwen-32B_zero_shot_original.jsonl', 'outputs/open-thoughts_OpenThinker-7B_zero_shot_original.jsonl', 'outputs/openai_gpt-oss-20b_zero_shot_original_low.jsonl', 'outputs/openai_gpt-oss-20b_zero_shot_original_medium.jsonl')",0.16,0.41,,0.22,,0.49,0.48
"('BytedTsinghua-SIA/DAPO-Qwen-32B', 'openai/gpt-oss-20b-high', 'openai/gpt-oss-20b-low', 'openai/gpt-oss-20b-medium')","('Empty Thought', 'Empty Thought', 'Empty Thought', 'Empty Thought')","('outputs/BytedTsinghua-SIA_DAPO-Qwen-32B_zero_shot_empty.jsonl', 'outputs/openai_gpt-oss-20b_zero_shot_high_empty.jsonl', 'outputs/openai_gpt-oss-20b_zero_shot_low_empty.jsonl', 'outputs/openai_gpt-oss-20b_zero_shot_medium_empty.jsonl')",0.31,0.39,,,0.45,0.45,0.44
"('BytedTsinghua-SIA/DAPO-Qwen-32B', 'openai/gpt-oss-20b-high', 'openai/gpt-oss-20b-low', 'openai/gpt-oss-20b-medium')","('Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V1')","('outputs/BytedTsinghua-SIA_DAPO-Qwen-32B_zero_shot_ensembled_thought_without_answer_merged_output.jsonl', 'outputs/openai_gpt-oss-20b_zero_shot_high_ensembled_thought_without_answer_merged_output.jsonl', 'outputs/openai_gpt-oss-20b_zero_shot_low_ensembled_thought_without_answer_merged_output.jsonl', 'outputs/openai_gpt-oss-20b_zero_shot_medium_ensembled_thought_without_answer_merged_output.jsonl')",0.63,0.42,,,0.37,0.41,0.36
"('BytedTsinghua-SIA/DAPO-Qwen-32B', 'openai/gpt-oss-20b-high', 'openai/gpt-oss-20b-low', 'openai/gpt-oss-20b-medium')","('Ensembled Thought V1', 'Ensembled Thought V1', 'Ensembled Thought V1', 'Ensembled Thought V1')","('outputs/BytedTsinghua-SIA_DAPO-Qwen-32B_zero_shot_ensembled_thought_merged_output.jsonl', 'outputs/openai_gpt-oss-20b_zero_shot_high_ensembled_thought_merged_output.jsonl', 'outputs/openai_gpt-oss-20b_zero_shot_low_ensembled_thought_merged_output.jsonl', 'outputs/openai_gpt-oss-20b_zero_shot_medium_ensembled_thought_merged_output.jsonl')",0.68,0.43,,,0.41,0.44,0.43
"('BytedTsinghua-SIA/DAPO-Qwen-32B', 'openai/gpt-oss-20b-high', 'openai/gpt-oss-20b-low', 'openai/gpt-oss-20b-medium')","('original', 'original', 'original', 'original')","('outputs/BytedTsinghua-SIA_DAPO-Qwen-32B_zero_shot_original.jsonl', 'outputs/openai_gpt-oss-20b_zero_shot_original_high.jsonl', 'outputs/openai_gpt-oss-20b_zero_shot_original_low.jsonl', 'outputs/openai_gpt-oss-20b_zero_shot_original_medium.jsonl')",0.3,0.41,,,0.47,0.49,0.48
"('Qwen/QwQ-32B', 'open-thoughts/OpenThinker-7B', 'openai/gpt-oss-20b-high', 'openai/gpt-oss-20b-low')","('Empty Thought', 'Empty Thought', 'Empty Thought', 'Empty Thought')","('outputs/Qwen_QwQ-32B_zero_shot_empty.jsonl', 'outputs/open-thoughts_OpenThinker-7B_zero_shot_empty.jsonl', 'outputs/openai_gpt-oss-20b_zero_shot_high_empty.jsonl', 'outputs/openai_gpt-oss-20b_zero_shot_low_empty.jsonl')",0.19,,0.4,0.25,0.45,0.45,
"('Qwen/QwQ-32B', 'open-thoughts/OpenThinker-7B', 'openai/gpt-oss-20b-high', 'openai/gpt-oss-20b-low')","('Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V1')","('outputs/Qwen_QwQ-32B_zero_shot_ensembled_thought_without_answer_merged_output.jsonl', 'outputs/open-thoughts_OpenThinker-7B_zero_shot_ensembled_thought_without_answer_merged_output.jsonl', 'outputs/openai_gpt-oss-20b_zero_shot_high_ensembled_thought_without_answer_merged_output.jsonl', 'outputs/openai_gpt-oss-20b_zero_shot_low_ensembled_thought_without_answer_merged_output.jsonl')",0.45,,0.41,0.33,0.37,0.41,
"('Qwen/QwQ-32B', 'open-thoughts/OpenThinker-7B', 'openai/gpt-oss-20b-high', 'openai/gpt-oss-20b-low')","('Ensembled Thought V1', 'Ensembled Thought V1', 'Ensembled Thought V1', 'Ensembled Thought V1')","('outputs/Qwen_QwQ-32B_zero_shot_ensembled_thought_merged_output.jsonl', 'outputs/open-thoughts_OpenThinker-7B_zero_shot_ensembled_thought_merged_output.jsonl', 'outputs/openai_gpt-oss-20b_zero_shot_high_ensembled_thought_merged_output.jsonl', 'outputs/openai_gpt-oss-20b_zero_shot_low_ensembled_thought_merged_output.jsonl')",0.49,,0.42,0.38,0.41,0.44,
"('Qwen/QwQ-32B', 'open-thoughts/OpenThinker-7B', 'openai/gpt-oss-20b-high', 'openai/gpt-oss-20b-low')","('original', 'original', 'original', 'original')","('outputs/Qwen_QwQ-32B_zero_shot_original.jsonl', 'outputs/open-thoughts_OpenThinker-7B_zero_shot_original.jsonl', 'outputs/openai_gpt-oss-20b_zero_shot_original_high.jsonl', 'outputs/openai_gpt-oss-20b_zero_shot_original_low.jsonl')",0.17,,0.35,0.22,0.47,0.49,
"('Qwen/QwQ-32B', 'open-thoughts/OpenThinker-7B', 'openai/gpt-oss-20b-high', 'openai/gpt-oss-20b-medium')","('Empty Thought', 'Empty Thought', 'Empty Thought', 'Empty Thought')","('outputs/Qwen_QwQ-32B_zero_shot_empty.jsonl', 'outputs/open-thoughts_OpenThinker-7B_zero_shot_empty.jsonl', 'outputs/openai_gpt-oss-20b_zero_shot_high_empty.jsonl', 'outputs/openai_gpt-oss-20b_zero_shot_medium_empty.jsonl')",0.19,,0.4,0.25,0.45,,0.44
"('Qwen/QwQ-32B', 'open-thoughts/OpenThinker-7B', 'openai/gpt-oss-20b-high', 'openai/gpt-oss-20b-medium')","('Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V1')","('outputs/Qwen_QwQ-32B_zero_shot_ensembled_thought_without_answer_merged_output.jsonl', 'outputs/open-thoughts_OpenThinker-7B_zero_shot_ensembled_thought_without_answer_merged_output.jsonl', 'outputs/openai_gpt-oss-20b_zero_shot_high_ensembled_thought_without_answer_merged_output.jsonl', 'outputs/openai_gpt-oss-20b_zero_shot_medium_ensembled_thought_without_answer_merged_output.jsonl')",0.44,,0.41,0.33,0.37,,0.36
"('Qwen/QwQ-32B', 'open-thoughts/OpenThinker-7B', 'openai/gpt-oss-20b-high', 'openai/gpt-oss-20b-medium')","('Ensembled Thought V1', 'Ensembled Thought V1', 'Ensembled Thought V1', 'Ensembled Thought V1')","('outputs/Qwen_QwQ-32B_zero_shot_ensembled_thought_merged_output.jsonl', 'outputs/open-thoughts_OpenThinker-7B_zero_shot_ensembled_thought_merged_output.jsonl', 'outputs/openai_gpt-oss-20b_zero_shot_high_ensembled_thought_merged_output.jsonl', 'outputs/openai_gpt-oss-20b_zero_shot_medium_ensembled_thought_merged_output.jsonl')",0.49,,0.42,0.38,0.41,,0.43
"('Qwen/QwQ-32B', 'open-thoughts/OpenThinker-7B', 'openai/gpt-oss-20b-high', 'openai/gpt-oss-20b-medium')","('original', 'original', 'original', 'original')","('outputs/Qwen_QwQ-32B_zero_shot_original.jsonl', 'outputs/open-thoughts_OpenThinker-7B_zero_shot_original.jsonl', 'outputs/openai_gpt-oss-20b_zero_shot_original_high.jsonl', 'outputs/openai_gpt-oss-20b_zero_shot_original_medium.jsonl')",0.16,,0.35,0.22,0.47,,0.48
"('Qwen/QwQ-32B', 'open-thoughts/OpenThinker-7B', 'openai/gpt-oss-20b-low', 'openai/gpt-oss-20b-medium')","('Ensembled Thought V2', 'Ensembled Thought V2', 'Ensembled Thought V2', 'Ensembled Thought V2')","('outputs/Qwen_QwQ-32B_zero_shot_ensembled_thought_merged_outputs_alternate.jsonl', 'outputs/open-thoughts_OpenThinker-7B_zero_shot_ensembled_thought_merged_outputs_alternate.jsonl', 'outputs/openai_gpt-oss-20b_zero_shot_low_ensembled_thought_merged_outputs_alternate.jsonl', 'outputs/openai_gpt-oss-20b_zero_shot_medium_ensembled_thought_alternate.jsonl')",0.33,,0.41,0.38,,0.4,0.4
"('Qwen/QwQ-32B', 'open-thoughts/OpenThinker-7B', 'openai/gpt-oss-20b-low', 'openai/gpt-oss-20b-medium')","('Empty Thought', 'Empty Thought', 'Empty Thought', 'Empty Thought')","('outputs/Qwen_QwQ-32B_zero_shot_empty.jsonl', 'outputs/open-thoughts_OpenThinker-7B_zero_shot_empty.jsonl', 'outputs/openai_gpt-oss-20b_zero_shot_low_empty.jsonl', 'outputs/openai_gpt-oss-20b_zero_shot_medium_empty.jsonl')",0.19,,0.4,0.25,,0.45,0.44
"('Qwen/QwQ-32B', 'open-thoughts/OpenThinker-7B', 'openai/gpt-oss-20b-low', 'openai/gpt-oss-20b-medium')","('Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V1')","('outputs/Qwen_QwQ-32B_zero_shot_ensembled_thought_without_answer_merged_output.jsonl', 'outputs/open-thoughts_OpenThinker-7B_zero_shot_ensembled_thought_without_answer_merged_output.jsonl', 'outputs/openai_gpt-oss-20b_zero_shot_low_ensembled_thought_without_answer_merged_output.jsonl', 'outputs/openai_gpt-oss-20b_zero_shot_medium_ensembled_thought_without_answer_merged_output.jsonl')",0.45,,0.41,0.33,,0.41,0.36
"('Qwen/QwQ-32B', 'open-thoughts/OpenThinker-7B', 'openai/gpt-oss-20b-low', 'openai/gpt-oss-20b-medium')","('Ensembled Thought V1', 'Ensembled Thought V1', 'Ensembled Thought V1', 'Ensembled Thought V1')","('outputs/Qwen_QwQ-32B_zero_shot_ensembled_thought_merged_output.jsonl', 'outputs/open-thoughts_OpenThinker-7B_zero_shot_ensembled_thought_merged_output.jsonl', 'outputs/openai_gpt-oss-20b_zero_shot_low_ensembled_thought_merged_output.jsonl', 'outputs/openai_gpt-oss-20b_zero_shot_medium_ensembled_thought_merged_output.jsonl')",0.57,,0.42,0.38,,0.44,0.43
"('Qwen/QwQ-32B', 'open-thoughts/OpenThinker-7B', 'openai/gpt-oss-20b-low', 'openai/gpt-oss-20b-medium')","('Ensembled Thought Without Answer V2', 'Ensembled Thought Without Answer V2', 'Ensembled Thought Without Answer V2', 'Ensembled Thought Without Answer V2')","('outputs/Qwen_QwQ-32B_zero_shot_ensembled_thought_without_answer_alternate.jsonl', 'outputs/open-thoughts_OpenThinker-7B_zero_shot_ensembled_thought_without_answer_alternate.jsonl', 'outputs/openai_gpt-oss-20b_zero_shot_low_ensembled_thought_without_answer_alternate.jsonl', 'outputs/openai_gpt-oss-20b_zero_shot_medium_ensembled_thought_without_answer_alternate.jsonl')",0.33,,0.39,0.33,,0.38,0.4
"('Qwen/QwQ-32B', 'open-thoughts/OpenThinker-7B', 'openai/gpt-oss-20b-low', 'openai/gpt-oss-20b-medium')","('original', 'original', 'original', 'original')","('outputs/Qwen_QwQ-32B_zero_shot_original.jsonl', 'outputs/open-thoughts_OpenThinker-7B_zero_shot_original.jsonl', 'outputs/openai_gpt-oss-20b_zero_shot_original_low.jsonl', 'outputs/openai_gpt-oss-20b_zero_shot_original_medium.jsonl')",0.16,,0.35,0.22,,0.49,0.48
"('Qwen/QwQ-32B', 'openai/gpt-oss-20b-high', 'openai/gpt-oss-20b-low', 'openai/gpt-oss-20b-medium')","('Empty Thought', 'Empty Thought', 'Empty Thought', 'Empty Thought')","('outputs/Qwen_QwQ-32B_zero_shot_empty.jsonl', 'outputs/openai_gpt-oss-20b_zero_shot_high_empty.jsonl', 'outputs/openai_gpt-oss-20b_zero_shot_low_empty.jsonl', 'outputs/openai_gpt-oss-20b_zero_shot_medium_empty.jsonl')",0.29,,0.4,,0.45,0.45,0.44
"('Qwen/QwQ-32B', 'openai/gpt-oss-20b-high', 'openai/gpt-oss-20b-low', 'openai/gpt-oss-20b-medium')","('Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V1')","('outputs/Qwen_QwQ-32B_zero_shot_ensembled_thought_without_answer_merged_output.jsonl', 'outputs/openai_gpt-oss-20b_zero_shot_high_ensembled_thought_without_answer_merged_output.jsonl', 'outputs/openai_gpt-oss-20b_zero_shot_low_ensembled_thought_without_answer_merged_output.jsonl', 'outputs/openai_gpt-oss-20b_zero_shot_medium_ensembled_thought_without_answer_merged_output.jsonl')",0.64,,0.41,,0.37,0.41,0.36
"('Qwen/QwQ-32B', 'openai/gpt-oss-20b-high', 'openai/gpt-oss-20b-low', 'openai/gpt-oss-20b-medium')","('Ensembled Thought V1', 'Ensembled Thought V1', 'Ensembled Thought V1', 'Ensembled Thought V1')","('outputs/Qwen_QwQ-32B_zero_shot_ensembled_thought_merged_output.jsonl', 'outputs/openai_gpt-oss-20b_zero_shot_high_ensembled_thought_merged_output.jsonl', 'outputs/openai_gpt-oss-20b_zero_shot_low_ensembled_thought_merged_output.jsonl', 'outputs/openai_gpt-oss-20b_zero_shot_medium_ensembled_thought_merged_output.jsonl')",0.7,,0.42,,0.41,0.44,0.43
"('Qwen/QwQ-32B', 'openai/gpt-oss-20b-high', 'openai/gpt-oss-20b-low', 'openai/gpt-oss-20b-medium')","('original', 'original', 'original', 'original')","('outputs/Qwen_QwQ-32B_zero_shot_original.jsonl', 'outputs/openai_gpt-oss-20b_zero_shot_original_high.jsonl', 'outputs/openai_gpt-oss-20b_zero_shot_original_low.jsonl', 'outputs/openai_gpt-oss-20b_zero_shot_original_medium.jsonl')",0.28,,0.35,,0.47,0.49,0.48
"('open-thoughts/OpenThinker-7B', 'openai/gpt-oss-20b-high', 'openai/gpt-oss-20b-low', 'openai/gpt-oss-20b-medium')","('Empty Thought', 'Empty Thought', 'Empty Thought', 'Empty Thought')","('outputs/open-thoughts_OpenThinker-7B_zero_shot_empty.jsonl', 'outputs/openai_gpt-oss-20b_zero_shot_high_empty.jsonl', 'outputs/openai_gpt-oss-20b_zero_shot_low_empty.jsonl', 'outputs/openai_gpt-oss-20b_zero_shot_medium_empty.jsonl')",0.19,,,0.25,0.45,0.45,0.44
"('open-thoughts/OpenThinker-7B', 'openai/gpt-oss-20b-high', 'openai/gpt-oss-20b-low', 'openai/gpt-oss-20b-medium')","('Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V1')","('outputs/open-thoughts_OpenThinker-7B_zero_shot_ensembled_thought_without_answer_merged_output.jsonl', 'outputs/openai_gpt-oss-20b_zero_shot_high_ensembled_thought_without_answer_merged_output.jsonl', 'outputs/openai_gpt-oss-20b_zero_shot_low_ensembled_thought_without_answer_merged_output.jsonl', 'outputs/openai_gpt-oss-20b_zero_shot_medium_ensembled_thought_without_answer_merged_output.jsonl')",0.44,,,0.33,0.37,0.41,0.36
"('open-thoughts/OpenThinker-7B', 'openai/gpt-oss-20b-high', 'openai/gpt-oss-20b-low', 'openai/gpt-oss-20b-medium')","('Ensembled Thought V1', 'Ensembled Thought V1', 'Ensembled Thought V1', 'Ensembled Thought V1')","('outputs/open-thoughts_OpenThinker-7B_zero_shot_ensembled_thought_merged_output.jsonl', 'outputs/openai_gpt-oss-20b_zero_shot_high_ensembled_thought_merged_output.jsonl', 'outputs/openai_gpt-oss-20b_zero_shot_low_ensembled_thought_merged_output.jsonl', 'outputs/openai_gpt-oss-20b_zero_shot_medium_ensembled_thought_merged_output.jsonl')",0.5,,,0.38,0.41,0.44,0.43
"('open-thoughts/OpenThinker-7B', 'openai/gpt-oss-20b-high', 'openai/gpt-oss-20b-low', 'openai/gpt-oss-20b-medium')","('original', 'original', 'original', 'original')","('outputs/open-thoughts_OpenThinker-7B_zero_shot_original.jsonl', 'outputs/openai_gpt-oss-20b_zero_shot_original_high.jsonl', 'outputs/openai_gpt-oss-20b_zero_shot_original_low.jsonl', 'outputs/openai_gpt-oss-20b_zero_shot_original_medium.jsonl')",0.16,,,0.22,0.47,0.49,0.48
"('BytedTsinghua-SIA/DAPO-Qwen-32B', 'Qwen/QwQ-32B', 'open-thoughts/OpenThinker-7B', 'openai/gpt-oss-20b-high', 'openai/gpt-oss-20b-low')","('Empty Thought', 'Empty Thought', 'Empty Thought', 'Empty Thought', 'Empty Thought')","('outputs/BytedTsinghua-SIA_DAPO-Qwen-32B_zero_shot_empty.jsonl', 'outputs/Qwen_QwQ-32B_zero_shot_empty.jsonl', 'outputs/open-thoughts_OpenThinker-7B_zero_shot_empty.jsonl', 'outputs/openai_gpt-oss-20b_zero_shot_high_empty.jsonl', 'outputs/openai_gpt-oss-20b_zero_shot_low_empty.jsonl')",0.19,0.39,0.4,0.25,0.45,0.45,
"('BytedTsinghua-SIA/DAPO-Qwen-32B', 'Qwen/QwQ-32B', 'open-thoughts/OpenThinker-7B', 'openai/gpt-oss-20b-high', 'openai/gpt-oss-20b-low')","('Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V1')","('outputs/BytedTsinghua-SIA_DAPO-Qwen-32B_zero_shot_ensembled_thought_without_answer_merged_output.jsonl', 'outputs/Qwen_QwQ-32B_zero_shot_ensembled_thought_without_answer_merged_output.jsonl', 'outputs/open-thoughts_OpenThinker-7B_zero_shot_ensembled_thought_without_answer_merged_output.jsonl', 'outputs/openai_gpt-oss-20b_zero_shot_high_ensembled_thought_without_answer_merged_output.jsonl', 'outputs/openai_gpt-oss-20b_zero_shot_low_ensembled_thought_without_answer_merged_output.jsonl')",0.43,0.42,0.41,0.33,0.37,0.41,
