original_row,original_col,group,model,criterion,value,model_label
6,"orange-model-185 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",orange-model_Confidence,orange-model,Confidence,4.0,OSS
9,"orange-model-185 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",orange-model_Confidence,orange-model,Confidence,5.0,OSS
12,"orange-model-185 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",orange-model_Confidence,orange-model,Confidence,4.0,OSS
14,"orange-model-185 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",orange-model_Confidence,orange-model,Confidence,5.0,OSS
1,"orange-model-71 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",orange-model_Confidence,orange-model,Confidence,2.0,OSS
2,"orange-model-71 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",orange-model_Confidence,orange-model,Confidence,2.0,OSS
3,"orange-model-71 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",orange-model_Confidence,orange-model,Confidence,4.0,OSS
5,"orange-model-71 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",orange-model_Confidence,orange-model,Confidence,4.0,OSS
8,"orange-model-71 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",orange-model_Confidence,orange-model,Confidence,3.0,OSS
9,"orange-model-71 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",orange-model_Confidence,orange-model,Confidence,1.0,OSS
12,"orange-model-71 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",orange-model_Confidence,orange-model,Confidence,2.0,OSS
14,"orange-model-71 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",orange-model_Confidence,orange-model,Confidence,4.0,OSS
5,"orange-model-614 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",orange-model_Confidence,orange-model,Confidence,3.0,OSS
7,"orange-model-614 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",orange-model_Confidence,orange-model,Confidence,3.0,OSS
8,"orange-model-614 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",orange-model_Confidence,orange-model,Confidence,3.0,OSS
9,"orange-model-614 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",orange-model_Confidence,orange-model,Confidence,1.0,OSS
12,"orange-model-614 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",orange-model_Confidence,orange-model,Confidence,2.0,OSS
13,"orange-model-614 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",orange-model_Confidence,orange-model,Confidence,1.0,OSS
1,"orange-model-668 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",orange-model_Confidence,orange-model,Confidence,1.0,OSS
5,"orange-model-668 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",orange-model_Confidence,orange-model,Confidence,3.0,OSS
7,"orange-model-668 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",orange-model_Confidence,orange-model,Confidence,3.0,OSS
10,"orange-model-668 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",orange-model_Confidence,orange-model,Confidence,3.0,OSS
11,"orange-model-668 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",orange-model_Confidence,orange-model,Confidence,4.0,OSS
14,"orange-model-668 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",orange-model_Confidence,orange-model,Confidence,3.0,OSS
0,"orange-model-79 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",orange-model_Confidence,orange-model,Confidence,2.0,OSS
2,"orange-model-79 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",orange-model_Confidence,orange-model,Confidence,3.0,OSS
3,"orange-model-79 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",orange-model_Confidence,orange-model,Confidence,4.0,OSS
4,"orange-model-79 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",orange-model_Confidence,orange-model,Confidence,5.0,OSS
6,"orange-model-79 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",orange-model_Confidence,orange-model,Confidence,5.0,OSS
8,"orange-model-79 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",orange-model_Confidence,orange-model,Confidence,4.0,OSS
9,"orange-model-79 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",orange-model_Confidence,orange-model,Confidence,4.0,OSS
11,"orange-model-79 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",orange-model_Confidence,orange-model,Confidence,4.0,OSS
13,"orange-model-79 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",orange-model_Confidence,orange-model,Confidence,1.0,OSS
0,"orange-model-87 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",orange-model_Confidence,orange-model,Confidence,2.0,OSS
4,"orange-model-87 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",orange-model_Confidence,orange-model,Confidence,5.0,OSS
7,"orange-model-87 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",orange-model_Confidence,orange-model,Confidence,4.0,OSS
10,"orange-model-87 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",orange-model_Confidence,orange-model,Confidence,4.0,OSS
11,"orange-model-87 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",orange-model_Confidence,orange-model,Confidence,5.0,OSS
13,"orange-model-87 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",orange-model_Confidence,orange-model,Confidence,5.0,OSS
1,"orange-model-694 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",orange-model_Confidence,orange-model,Confidence,1.0,OSS
3,"orange-model-694 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",orange-model_Confidence,orange-model,Confidence,1.0,OSS
5,"orange-model-694 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",orange-model_Confidence,orange-model,Confidence,4.0,OSS
6,"orange-model-694 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",orange-model_Confidence,orange-model,Confidence,3.0,OSS
7,"orange-model-694 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",orange-model_Confidence,orange-model,Confidence,3.0,OSS
8,"orange-model-694 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",orange-model_Confidence,orange-model,Confidence,3.0,OSS
10,"orange-model-694 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",orange-model_Confidence,orange-model,Confidence,2.0,OSS
12,"orange-model-694 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",orange-model_Confidence,orange-model,Confidence,1.0,OSS
14,"orange-model-694 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",orange-model_Confidence,orange-model,Confidence,4.0,OSS
0,"orange-model-89 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",orange-model_Confidence,orange-model,Confidence,2.0,OSS
1,"orange-model-89 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",orange-model_Confidence,orange-model,Confidence,3.0,OSS
2,"orange-model-89 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",orange-model_Confidence,orange-model,Confidence,2.0,OSS
3,"orange-model-89 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",orange-model_Confidence,orange-model,Confidence,5.0,OSS
4,"orange-model-89 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",orange-model_Confidence,orange-model,Confidence,5.0,OSS
6,"orange-model-89 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",orange-model_Confidence,orange-model,Confidence,4.0,OSS
10,"orange-model-89 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",orange-model_Confidence,orange-model,Confidence,5.0,OSS
11,"orange-model-89 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",orange-model_Confidence,orange-model,Confidence,4.0,OSS
13,"orange-model-89 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",orange-model_Confidence,orange-model,Confidence,5.0,OSS
0,"orange-model-366 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",orange-model_Confidence,orange-model,Confidence,1.0,OSS
2,"orange-model-366 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",orange-model_Confidence,orange-model,Confidence,3.0,OSS
5,"orange-model-366 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",orange-model_Confidence,orange-model,Confidence,3.0,OSS
6,"orange-model-366 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",orange-model_Confidence,orange-model,Confidence,4.0,OSS
8,"orange-model-366 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",orange-model_Confidence,orange-model,Confidence,3.0,OSS
10,"orange-model-366 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",orange-model_Confidence,orange-model,Confidence,1.0,OSS
12,"orange-model-366 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",orange-model_Confidence,orange-model,Confidence,2.0,OSS
14,"orange-model-366 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",orange-model_Confidence,orange-model,Confidence,3.0,OSS
0,"orange-model-371 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",orange-model_Confidence,orange-model,Confidence,2.0,OSS
1,"orange-model-371 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",orange-model_Confidence,orange-model,Confidence,1.0,OSS
4,"orange-model-371 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",orange-model_Confidence,orange-model,Confidence,4.0,OSS
7,"orange-model-371 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",orange-model_Confidence,orange-model,Confidence,2.0,OSS
9,"orange-model-371 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",orange-model_Confidence,orange-model,Confidence,2.0,OSS
11,"orange-model-371 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",orange-model_Confidence,orange-model,Confidence,4.0,OSS
13,"orange-model-371 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",orange-model_Confidence,orange-model,Confidence,1.0,OSS
2,"blue-model-185 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)",blue-model_Clarity_of_Steps,blue-model,Clarity of Steps,3.0,DAPO
3,"blue-model-185 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)",blue-model_Clarity_of_Steps,blue-model,Clarity of Steps,4.0,DAPO
4,"blue-model-185 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)",blue-model_Clarity_of_Steps,blue-model,Clarity of Steps,5.0,DAPO
