subset_settings,Consistency Rate
"('Empty Thought', 'Ensembled Thought V2', 'Ensembled Thought V1', 'Ensembled Thought Without Answer V2')",0.24
"('Empty Thought', 'Ensembled Thought V2', 'Ensembled Thought V1', 'Ensembled Thought Without Answer V2', 'Empty Thought')",0.22
"('Empty Thought', 'Ensembled Thought V2', 'Ensembled Thought V1', 'Ensembled Thought Without Answer V2', 'Ensembled Thought V1')",0.24
"('Empty Thought', 'Ensembled Thought V2', 'Ensembled Thought V1', 'Ensembled Thought Without Answer V2', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.15
"('Empty Thought', 'Ensembled Thought V2', 'Ensembled Thought V1', 'Ensembled Thought Without Answer V2', 'original')",0.21
"('Empty Thought', 'Ensembled Thought V2', 'Ensembled Thought V1', 'Ensembled Thought Without Answer V2', 'qwen_qwq-32bComplete Thought Transfer')",0.22
"('Empty Thought', 'Ensembled Thought V2', 'Ensembled Thought V1', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.175
"('Empty Thought', 'Ensembled Thought V2', 'Ensembled Thought V1', 'original')",0.22333333333333336
"('Empty Thought', 'Ensembled Thought V2', 'Ensembled Thought V1', 'original', 'Empty Thought')",0.22
"('Empty Thought', 'Ensembled Thought V2', 'Ensembled Thought V1', 'original', 'Ensembled Thought V1')",0.23
"('Empty Thought', 'Ensembled Thought V2', 'Ensembled Thought V1', 'original', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.14
"('Empty Thought', 'Ensembled Thought V2', 'Ensembled Thought V1', 'original', 'original')",0.2
"('Empty Thought', 'Ensembled Thought V2', 'Ensembled Thought V1', 'original', 'qwen_qwq-32bComplete Thought Transfer')",0.2
"('Empty Thought', 'Ensembled Thought V2', 'Ensembled Thought V1', 'qwen_qwq-32bComplete Thought Transfer')",0.245
"('Empty Thought', 'Ensembled Thought V2', 'Ensembled Thought V2')",0.26
"('Empty Thought', 'Ensembled Thought V2', 'Ensembled Thought V2', 'Empty Thought')",0.24
"('Empty Thought', 'Ensembled Thought V2', 'Ensembled Thought V2', 'Ensembled Thought V1')",0.26
"('Empty Thought', 'Ensembled Thought V2', 'Ensembled Thought V2', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.16
"('Empty Thought', 'Ensembled Thought V2', 'Ensembled Thought V2', 'original')",0.23
"('Empty Thought', 'Ensembled Thought V2', 'Ensembled Thought V2', 'qwen_qwq-32bComplete Thought Transfer')",0.23
"('Empty Thought', 'Ensembled Thought V2', 'Ensembled Thought Without Answer V1')",0.31
"('Empty Thought', 'Ensembled Thought V2', 'Ensembled Thought Without Answer V1', 'Empty Thought')",0.25
"('Empty Thought', 'Ensembled Thought V2', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V1')",0.29
"('Empty Thought', 'Ensembled Thought V2', 'Ensembled Thought Without Answer V1', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.18
"('Empty Thought', 'Ensembled Thought V2', 'Ensembled Thought Without Answer V1', 'original')",0.23
"('Empty Thought', 'Ensembled Thought V2', 'Ensembled Thought Without Answer V1', 'qwen_qwq-32bComplete Thought Transfer')",0.25
"('Empty Thought', 'Ensembled Thought V2', 'Ensembled Thought Without Answer V2')",0.27
"('Empty Thought', 'Ensembled Thought V2', 'Ensembled Thought Without Answer V2', 'Empty Thought')",0.24
"('Empty Thought', 'Ensembled Thought V2', 'Ensembled Thought Without Answer V2', 'Ensembled Thought V1')",0.26
"('Empty Thought', 'Ensembled Thought V2', 'Ensembled Thought Without Answer V2', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.17
"('Empty Thought', 'Ensembled Thought V2', 'Ensembled Thought Without Answer V2', 'original')",0.23
"('Empty Thought', 'Ensembled Thought V2', 'Ensembled Thought Without Answer V2', 'qwen_qwq-32bComplete Thought Transfer')",0.24
"('Empty Thought', 'Ensembled Thought V2', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.19000000000000003
"('Empty Thought', 'Ensembled Thought V2', 'original')",0.25
"('Empty Thought', 'Ensembled Thought V2', 'original', 'Empty Thought')",0.24333333333333332
"('Empty Thought', 'Ensembled Thought V2', 'original', 'Empty Thought', 'Empty Thought')",0.24
"('Empty Thought', 'Ensembled Thought V2', 'original', 'Empty Thought', 'Ensembled Thought V1')",0.25
"('Empty Thought', 'Ensembled Thought V2', 'original', 'Empty Thought', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.16
"('Empty Thought', 'Ensembled Thought V2', 'original', 'Empty Thought', 'original')",0.23
"('Empty Thought', 'Ensembled Thought V2', 'original', 'Empty Thought', 'qwen_qwq-32bComplete Thought Transfer')",0.22
"('Empty Thought', 'Ensembled Thought V2', 'original', 'Ensembled Thought V1')",0.25
"('Empty Thought', 'Ensembled Thought V2', 'original', 'Ensembled Thought V1', 'Empty Thought')",0.25
"('Empty Thought', 'Ensembled Thought V2', 'original', 'Ensembled Thought V1', 'Ensembled Thought V1')",0.25
"('Empty Thought', 'Ensembled Thought V2', 'original', 'Ensembled Thought V1', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.17
"('Empty Thought', 'Ensembled Thought V2', 'original', 'Ensembled Thought V1', 'original')",0.23
"('Empty Thought', 'Ensembled Thought V2', 'original', 'Ensembled Thought V1', 'qwen_qwq-32bComplete Thought Transfer')",0.23
"('Empty Thought', 'Ensembled Thought V2', 'original', 'Ensembled Thought V2')",0.25
"('Empty Thought', 'Ensembled Thought V2', 'original', 'Ensembled Thought V2', 'Empty Thought')",0.24
"('Empty Thought', 'Ensembled Thought V2', 'original', 'Ensembled Thought V2', 'Ensembled Thought V1')",0.25
"('Empty Thought', 'Ensembled Thought V2', 'original', 'Ensembled Thought V2', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.16
"('Empty Thought', 'Ensembled Thought V2', 'original', 'Ensembled Thought V2', 'original')",0.23
"('Empty Thought', 'Ensembled Thought V2', 'original', 'Ensembled Thought V2', 'qwen_qwq-32bComplete Thought Transfer')",0.22
"('Empty Thought', 'Ensembled Thought V2', 'original', 'Ensembled Thought Without Answer V1')",0.26
"('Empty Thought', 'Ensembled Thought V2', 'original', 'Ensembled Thought Without Answer V1', 'Empty Thought')",0.25
"('Empty Thought', 'Ensembled Thought V2', 'original', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V1')",0.25
"('Empty Thought', 'Ensembled Thought V2', 'original', 'Ensembled Thought Without Answer V1', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.17
"('Empty Thought', 'Ensembled Thought V2', 'original', 'Ensembled Thought Without Answer V1', 'original')",0.23
"('Empty Thought', 'Ensembled Thought V2', 'original', 'Ensembled Thought Without Answer V1', 'qwen_qwq-32bComplete Thought Transfer')",0.23
"('Empty Thought', 'Ensembled Thought V2', 'original', 'Ensembled Thought Without Answer V2')",0.25
"('Empty Thought', 'Ensembled Thought V2', 'original', 'Ensembled Thought Without Answer V2', 'Empty Thought')",0.24
"('Empty Thought', 'Ensembled Thought V2', 'original', 'Ensembled Thought Without Answer V2', 'Ensembled Thought V1')",0.25
"('Empty Thought', 'Ensembled Thought V2', 'original', 'Ensembled Thought Without Answer V2', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.16
"('Empty Thought', 'Ensembled Thought V2', 'original', 'Ensembled Thought Without Answer V2', 'original')",0.23
"('Empty Thought', 'Ensembled Thought V2', 'original', 'Ensembled Thought Without Answer V2', 'qwen_qwq-32bComplete Thought Transfer')",0.22
"('Empty Thought', 'Ensembled Thought V2', 'original', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.15500000000000003
"('Empty Thought', 'Ensembled Thought V2', 'original', 'original')",0.22333333333333336
"('Empty Thought', 'Ensembled Thought V2', 'original', 'original', 'Empty Thought')",0.23
"('Empty Thought', 'Ensembled Thought V2', 'original', 'original', 'Ensembled Thought V1')",0.23
"('Empty Thought', 'Ensembled Thought V2', 'original', 'original', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.14
"('Empty Thought', 'Ensembled Thought V2', 'original', 'original', 'original')",0.21
"('Empty Thought', 'Ensembled Thought V2', 'original', 'original', 'qwen_qwq-32bComplete Thought Transfer')",0.21
"('Empty Thought', 'Ensembled Thought V2', 'original', 'qwen_qwq-32bComplete Thought Transfer')",0.22
"('Empty Thought', 'Ensembled Thought V2', 'qwen_qwq-32bComplete Thought Transfer')",0.27
"('Empty Thought', 'Ensembled Thought Without Answer V1')",0.36000000000000004
"('Empty Thought', 'Ensembled Thought Without Answer V1', 'Empty Thought')",0.24
"('Empty Thought', 'Ensembled Thought Without Answer V1', 'Empty Thought', 'Empty Thought')",0.22
"('Empty Thought', 'Ensembled Thought Without Answer V1', 'Empty Thought', 'Ensembled Thought V1')",0.24
"('Empty Thought', 'Ensembled Thought Without Answer V1', 'Empty Thought', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.16
"('Empty Thought', 'Ensembled Thought Without Answer V1', 'Empty Thought', 'original')",0.21
"('Empty Thought', 'Ensembled Thought Without Answer V1', 'Empty Thought', 'qwen_qwq-32bComplete Thought Transfer')",0.21
"('Empty Thought', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V1')",0.312
"('Empty Thought', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V1', 'Empty Thought')",0.22666666666666666
"('Empty Thought', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V1', 'Empty Thought', 'Empty Thought')",0.2
"('Empty Thought', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V1', 'Empty Thought', 'Ensembled Thought V1')",0.22
"('Empty Thought', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V1', 'Empty Thought', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.15
"('Empty Thought', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V1', 'Empty Thought', 'original')",0.19
"('Empty Thought', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V1', 'Empty Thought', 'qwen_qwq-32bComplete Thought Transfer')",0.2
"('Empty Thought', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V1', 'Ensembled Thought V1')",0.2833333333333334
"('Empty Thought', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V1', 'Ensembled Thought V1', 'Empty Thought')",0.22
"('Empty Thought', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V1', 'Ensembled Thought V1', 'Ensembled Thought V1')",0.27
"('Empty Thought', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V1', 'Ensembled Thought V1', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.17
"('Empty Thought', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V1', 'Ensembled Thought V1', 'original')",0.2
"('Empty Thought', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V1', 'Ensembled Thought V1', 'qwen_qwq-32bComplete Thought Transfer')",0.23
"('Empty Thought', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V1', 'Ensembled Thought V2')",0.25
"('Empty Thought', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V1', 'Ensembled Thought V2', 'Empty Thought')",0.21
"('Empty Thought', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V1', 'Ensembled Thought V2', 'Ensembled Thought V1')",0.24
"('Empty Thought', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V1', 'Ensembled Thought V2', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.17
"('Empty Thought', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V1', 'Ensembled Thought V2', 'original')",0.2
"('Empty Thought', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V1', 'Ensembled Thought V2', 'qwen_qwq-32bComplete Thought Transfer')",0.23
"('Empty Thought', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V1', 'Ensembled Thought Without Answer V1')",0.29
"('Empty Thought', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V1', 'Ensembled Thought Without Answer V1', 'Empty Thought')",0.22
"('Empty Thought', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V1', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V1')",0.27
"('Empty Thought', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V1', 'Ensembled Thought Without Answer V1', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.18
"('Empty Thought', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V1', 'Ensembled Thought Without Answer V1', 'original')",0.2
"('Empty Thought', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V1', 'Ensembled Thought Without Answer V1', 'qwen_qwq-32bComplete Thought Transfer')",0.24
"('Empty Thought', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V1', 'Ensembled Thought Without Answer V2')",0.24
"('Empty Thought', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V1', 'Ensembled Thought Without Answer V2', 'Empty Thought')",0.21
"('Empty Thought', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V1', 'Ensembled Thought Without Answer V2', 'Ensembled Thought V1')",0.24
"('Empty Thought', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V1', 'Ensembled Thought Without Answer V2', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.16
"('Empty Thought', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V1', 'Ensembled Thought Without Answer V2', 'original')",0.2
"('Empty Thought', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V1', 'Ensembled Thought Without Answer V2', 'qwen_qwq-32bComplete Thought Transfer')",0.22
"('Empty Thought', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V1', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.195
"('Empty Thought', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V1', 'original')",0.21333333333333335
"('Empty Thought', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V1', 'original', 'Empty Thought')",0.21
"('Empty Thought', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V1', 'original', 'Ensembled Thought V1')",0.22
"('Empty Thought', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V1', 'original', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.15
"('Empty Thought', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V1', 'original', 'original')",0.19
"('Empty Thought', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V1', 'original', 'qwen_qwq-32bComplete Thought Transfer')",0.2
"('Empty Thought', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V1', 'qwen_qwq-32bComplete Thought Transfer')",0.255
"('Empty Thought', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V2')",0.27
"('Empty Thought', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V2', 'Empty Thought')",0.23
"('Empty Thought', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V2', 'Ensembled Thought V1')",0.26
"('Empty Thought', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V2', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.18
"('Empty Thought', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V2', 'original')",0.22
"('Empty Thought', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V2', 'qwen_qwq-32bComplete Thought Transfer')",0.24
"('Empty Thought', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V1')",0.33
"('Empty Thought', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V1', 'Empty Thought')",0.24
"('Empty Thought', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V1')",0.3
"('Empty Thought', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V1', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.21
"('Empty Thought', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V1', 'original')",0.22
"('Empty Thought', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V1', 'qwen_qwq-32bComplete Thought Transfer')",0.27
"('Empty Thought', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V2')",0.27
"('Empty Thought', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V2', 'Empty Thought')",0.23
"('Empty Thought', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V2', 'Ensembled Thought V1')",0.26
"('Empty Thought', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V2', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.18
"('Empty Thought', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V2', 'original')",0.22
"('Empty Thought', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V2', 'qwen_qwq-32bComplete Thought Transfer')",0.24
"('Empty Thought', 'Ensembled Thought Without Answer V1', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.21333333333333335
"('Empty Thought', 'Ensembled Thought Without Answer V1', 'original')",0.23200000000000004
"('Empty Thought', 'Ensembled Thought Without Answer V1', 'original', 'Empty Thought')",0.22666666666666668
"('Empty Thought', 'Ensembled Thought Without Answer V1', 'original', 'Empty Thought', 'Empty Thought')",0.22
"('Empty Thought', 'Ensembled Thought Without Answer V1', 'original', 'Empty Thought', 'Ensembled Thought V1')",0.23
"('Empty Thought', 'Ensembled Thought Without Answer V1', 'original', 'Empty Thought', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.16
"('Empty Thought', 'Ensembled Thought Without Answer V1', 'original', 'Empty Thought', 'original')",0.21
"('Empty Thought', 'Ensembled Thought Without Answer V1', 'original', 'Empty Thought', 'qwen_qwq-32bComplete Thought Transfer')",0.21
"('Empty Thought', 'Ensembled Thought Without Answer V1', 'original', 'Ensembled Thought V1')",0.2333333333333333
"('Empty Thought', 'Ensembled Thought Without Answer V1', 'original', 'Ensembled Thought V1', 'Empty Thought')",0.23
"('Empty Thought', 'Ensembled Thought Without Answer V1', 'original', 'Ensembled Thought V1', 'Ensembled Thought V1')",0.23
